ds,yhat,yhat_lower,yhat_upper
2024-03-26,69207.79030572194,43811.020983144415,92862.28363746539
2024-03-27,69169.11925064641,45048.05925936093,95173.98306772906
2024-03-28,68239.79545345726,43940.679060710194,93870.89494405726
2024-03-29,70398.74281767062,45300.15820812742,96328.86055104548
2024-03-30,68042.34925102153,43835.099751384514,91631.69133962573
2024-03-31,70360.52044104622,45400.467345843674,95323.24333942593
2024-04-01,67804.60209983421,43565.23347559663,92206.93293901692
2024-04-02,69703.42110906588,45747.12670752131,93448.72295617261
2024-04-03,69597.88673552644,44183.3343263893,94366.88767590781
2024-04-04,68608.01996559514,43486.34317460672,94354.29915208863
2024-04-05,70713.62618783081,44473.626931557046,96545.44483658952
2024-04-06,68311.6308720437,42720.295556618956,93681.35578572721
2024-04-07,70592.125526006,46500.12376329058,94410.58409018665
2024-04-08,68006.29278268472,44070.36292460585,92589.30897205399
2024-04-09,69882.46111860157,43726.77160947183,93869.60019280834
2024-04-10,69760.73014867745,44711.52767302737,93463.20010184652
2024-04-11,68760.03402216965,44010.52437230335,92561.92624160797
2024-04-12,70858.85435540258,45757.1881994871,95672.83171150726
2024-04-13,68452.61613911227,44546.58588275416,93182.56328661853
2024-04-14,70729.782773343,46224.925668484386,95947.90323371423
2024-04-15,68139.84727205837,43983.818048078334,92658.23614388394
2024-04-16,70009.45347568662,44316.5307890176,94792.1776738402
2024-04-17,69877.08927019112,44200.52279356558,93703.67887717976
2024-04-18,68860.21731509859,45080.65969144038,94300.63430538753
2024-04-19,70936.05562587988,45280.46716141579,94817.53176583828
2024-04-20,68499.02450710833,41975.19922417697,93089.99812573487
2024-04-21,70736.9037783745,45821.82004084548,94911.14440643758
2024-04-22,68098.86570715084,43369.6100447458,93604.56496768892
2024-04-23,69911.63070526008,47399.28952793084,96260.35602852753
2024-04-24,69714.18338187665,42319.321365327676,94365.94912020446
2024-04-25,68624.91331616581,42803.13704635207,94417.39927465966
2024-04-26,70622.39208565715,44111.18771905026,96767.74272372723
2024-04-27,68102.80260337032,42260.18872619444,91265.90916006149
2024-04-28,70256.06465133544,45752.36174865822,96538.05008804117
2024-04-29,67533.8223761242,41516.38282343849,92252.85323505267
2024-04-30,69265.5415627803,44874.00419464112,93296.66302810785
2024-05-01,68993.15544205598,43090.4154564586,94172.20330741667
2024-05-02,67838.1249382359,44138.57233428123,91616.04691715118
2024-05-03,69782.126791632,43079.060383663615,94235.73982792917
2024-05-04,67224.38781725931,41388.63709103411,93006.07706265159
2024-05-05,69357.71165833608,45832.015921286686,95214.38358212667
2024-05-06,66636.36614454385,42125.15599021655,92513.46563178487
2024-05-07,68392.08350808895,43069.10891966889,93284.25534742001
2024-05-08,68168.61181580716,43994.593500634655,92877.02401063434
2024-05-09,67088.6896363016,42205.153255194025,92759.60304606204
2024-05-10,69134.65849847013,45018.92827237192,93645.51385786902
2024-05-11,66705.73430892645,41690.833283977954,90940.60908589001
2024-05-12,68993.98641481531,44161.09895275641,94560.51568992052
2024-05-13,66452.1947538902,41860.78655323594,91597.83575549976
2024-05-14,68409.83733036875,43990.332344982126,94684.82705858914
2024-05-15,68407.65080902365,44291.599128030066,91570.24542464479
2024-05-16,67564.6336639648,41222.097957777194,91618.66477055688
2024-05-17,69858.70822421947,44198.26166772138,93428.25109133786
2024-05-18,67684.06206372098,42069.89744877264,92669.97875923658
2024-05-19,70227.21647479544,45530.84816835458,94705.84668637557
2024-05-20,67934.9909723862,41745.6227637631,94009.1899887383
2024-05-21,70130.61404838371,46349.429072859115,95402.43469207989
2024-05-22,70348.42046181078,45902.02568885037,94706.31061052105
2024-05-23,69701.0015583184,46408.498912074276,95315.14971799086
2024-05-24,72160.02164475092,47540.631767665596,97441.52304746407
2024-05-25,70113.71725362072,46483.85506351707,94893.74825083112
2024-05-26,72743.12321135469,46634.49954504419,98687.21150833006
2024-05-27,70490.19051347575,46119.14838186667,95160.40508095598
2024-05-28,72674.04226192612,47162.28192382148,98554.50726127956
2024-05-29,72825.80221976867,47515.15922228784,98169.71074320488
2024-05-30,72055.86801093753,46013.15610951595,97081.35670214615
2024-05-31,74334.8201031994,49901.408027793084,99465.00085174733
2024-06-01,72050.99883709934,46665.27034162736,96083.39159695893
2024-06-02,74386.78160188979,51079.61242935106,99000.53740492326
2024-06-03,71786.72497124759,47084.460181759896,95812.21155404669
2024-06-04,73573.81662117405,49848.715852826295,98786.82229666406
2024-06-05,73284.27265503329,47593.09268826994,99243.37852327387
2024-06-06,72034.7430413584,44822.242961702046,96651.38803878454
2024-06-07,73803.13539237964,49954.64149574755,96261.08500854507
2024-06-08,70986.07220427193,46320.00641926246,93569.07030733598
2024-06-09,72775.02491289195,47562.82687061715,97800.61168507281
2024-06-10,69624.29040183227,43421.85818494495,93617.56432693402
2024-06-11,70867.05805738307,45253.96020007041,96243.47238821074
2024-06-12,70050.00679874847,44860.14342751117,93053.64039509343
2024-06-13,68300.29904060802,43758.24741379298,93829.05586658922
2024-06-14,69606.18641838337,44329.33968838207,94633.20534008398
2024-06-15,66374.24724467832,41156.90792356687,92167.37427750214
2024-06-16,67805.3040280419,41566.92225183776,92212.85224258063
2024-06-17,64362.191679326985,40565.87862285603,89899.90186074692
2024-06-18,65385.62937801056,41486.61529515039,90003.27784795687
2024-06-19,64428.64017451687,40760.02967780997,87702.64518311586
2024-06-20,62623.3895863613,36265.335576261445,87028.26577820137
2024-06-21,63961.66184197206,38540.3172769087,88141.62363215777
2024-06-22,60851.99714824259,36891.23096002246,86635.92874524585
2024-06-23,62495.54073620921,37074.42115208843,86172.19681104108
2024-06-24,59353.776483861446,34185.571611820524,84265.70884286532
2024-06-25,60764.39915283214,35766.21085425596,85759.30328004503
2024-06-26,60275.769718065574,34678.049720188115,84374.41520015082
2024-06-27,59013.82461353492,35534.987095072196,83652.67207502435
2024-06-28,60962.65632418258,36414.46710111073,84930.26826699953
2024-06-29,58521.78655211649,32890.620564582285,83888.76675801347
2024-06-30,60882.18016511756,34873.07464161478,86133.982238125
2024-07-01,58494.16903840777,33660.76029238651,81902.05092524484
2024-07-02,60683.53588266015,34204.62151700424,85730.75761224143
2024-07-03,60986.19794784977,38380.949250099824,85476.44037088055
2024-07-04,60515.35646026742,36594.83789661367,86496.55491540107
2024-07-05,63242.32397428184,38448.56203391582,87333.2322313935
2024-07-06,61554.04546170019,35987.502985218765,86195.04280440873
2024-07-07,64629.35591176372,39420.53851440162,86733.68249042935
2024-07-08,62907.13821956865,37511.11619050569,88134.26952306261
2024-07-09,65702.62635004667,40430.63712354373,90054.92838097939
2024-07-10,66542.28891133946,45231.44663641406,91093.25432613606
2024-07-11,66531.15470020795,42195.58516439522,90101.38048224822
2024-07-12,69633.78867153857,44251.69407861498,94981.49131454616
2024-07-13,68231.9310731647,44116.38897993643,93718.95844392327
2024-07-14,71500.8401603948,46528.6159963606,98003.36338687544
2024-07-15,69877.50067862064,44995.63242195005,94779.99177806769
2024-07-16,72676.94233640225,50331.563143213665,98769.9593001223
2024-07-17,73427.10341401551,49353.38166893554,97645.58555742218
2024-07-18,73236.10195211998,49878.48149629297,95852.91418964963
2024-07-19,76073.12459543935,51515.68833119112,100708.74274627953
2024-07-20,74325.94821210715,50328.85094470556,100878.14043358093
2024-07-21,77177.13775226922,53455.2403713187,102771.5110091939
2024-07-22,75072.0861797371,50103.229263911904,100902.35442120465
2024-07-23,77335.1448244602,52531.37616231011,102870.13851014114
2024-07-24,77504.28386094041,52098.077074379034,101096.39220267376
2024-07-25,76698.15013543649,50377.6567054177,101526.51786589781
2024-07-26,78896.73739350992,54629.685673697735,102755.21647774651
2024-07-27,76498.68902026703,52104.78075202581,100203.99445195138
2024-07-28,78697.28166004209,53646.802219266945,101632.45653055339
2024-07-29,75948.26024411542,53526.9334400435,101114.91212659594
2024-07-30,77585.77714726973,52826.68769898077,101330.3644260628
2024-07-31,77156.87912862415,51262.69309715086,102211.07447485269
2024-08-01,75788.41271749973,51390.411720260076,100332.40058578605
2024-08-02,77467.56594576931,53743.34890652349,102415.12357028267
2024-08-03,74599.0687420902,50331.11160725786,100589.6805899865
2024-08-04,76381.10187091194,51414.13113518282,103614.20307926067
2024-08-05,73273.08574908602,48591.662551226946,96127.89598675915
2024-08-06,74611.60195183451,50834.92552165981,100583.10359284915
2024-08-07,73944.89045609083,49125.61770001055,98754.26591121718
2024-08-08,72399.79199469708,48239.804857469324,97736.59771961291
2024-08-09,73962.3515511921,47228.02149765462,99901.30150984626
2024-08-10,71035.10284198124,46195.13441394622,96412.07680106051
2024-08-11,72813.08075857454,47883.132677746806,98108.95358235974
2024-08-12,69751.72979422574,42928.05509837707,92244.22772048278
2024-08-13,71182.95767155326,46010.08090435531,94650.15305878053
2024-08-14,70649.77343733299,45216.794003327734,97419.49351945396
2024-08-15,69273.37554868046,42676.42743190722,93893.48675176052
2024-08-16,71033.90212433196,45798.28266139477,94031.45986569734
2024-08-17,68327.85952325776,43179.306913674016,90918.38784854751
2024-08-18,70344.2727292447,45784.746721901254,96318.8904374858
2024-08-19,67532.72239637325,41966.863134689505,91041.78609432225
2024-08-20,69219.5149882782,43146.60899178356,93358.959615614
2024-08-21,68942.4229457686,44609.87678515866,93379.30151403052
2024-08-22,67817.85857695647,44660.37073135553,93470.03640401391
2024-08-23,69821.6925491868,43409.009546006935,95314.06269608726
2024-08-24,67346.7324044804,41722.60909850505,92168.55864562439
2024-08-25,69578.90439181849,45747.88294023289,95061.12458187327
2024-08-26,66965.3038265801,43040.5296035267,92505.40808777051
2024-08-27,68830.36127657423,43075.750362709754,93958.14286745088
2024-08-28,68710.56284209281,43805.11983976117,93805.47722228672
2024-08-29,67721.58996739659,43734.35956802941,90190.73018614251
2024-08-30,69839.0917479264,45984.986130416735,95738.71591031866
2024-08-31,67456.10750647208,41892.82280880947,91399.03572933166
2024-09-01,69759.18546652794,44339.883226631224,94107.56210131886
2024-09-02,67196.36536583201,43836.382360625495,91856.54935031259
2024-09-03,69093.27495303715,43621.45072420384,94859.54175123885
2024-09-04,68987.78120378555,42023.91742863841,93420.03647081036
2024-09-05,67997.06410707843,41792.06184237491,92777.19058064386
2024-09-06,70098.32816985178,44781.477113460445,93822.22785205016
2024-09-07,67686.1713007679,41738.6339965796,93434.76676816515
2024-09-08,69948.6584397226,44729.50928578482,94816.12877307637
2024-09-09,67335.26892112095,41345.41113404991,91246.70571577415
2024-09-10,69172.96823729237,43985.278788800104,91741.65607887946
2024-09-11,69000.84532529407,43164.028486323965,93567.5575103429
2024-09-12,67937.18307793759,43198.48125265875,92030.98924619221
2024-09-13,69960.17665418475,44520.55353600278,94162.77151488679
2024-09-14,67465.31828245189,42843.80680215923,93298.2860398732
2024-09-15,69641.49460144609,45529.86361180198,94054.60824723345
2024-09-16,66938.96390333844,42226.71866050925,91769.1319462515
2024-09-17,68685.46208218101,41530.02139638157,92985.74166833324
2024-09-18,68420.87637766215,43579.909279123465,93682.91204835147
2024-09-19,67264.3524868624,43706.10684098377,92870.84166313191
2024-09-20,69195.04747443188,43630.752620072075,92762.62189928992
2024-09-21,66609.54509278717,40205.67405755395,91925.76139060315
2024-09-22,68697.97761394772,45903.272178285755,94029.39314951029
2024-09-23,65912.01980718914,39125.5032392393,91150.4207020269
2024-09-24,67581.00241254584,42104.10776823775,91992.429090039
2024-09-25,67246.58308211013,42519.902132663854,90943.33173749718
2024-09-26,66029.83962532245,41396.52602358841,90729.2317822493
2024-09-27,67911.99766707038,43409.218052616474,92129.34821220615
2024-09-28,65291.80944494385,42096.98529332785,91594.20264267597
2024-09-29,67361.62840493061,41419.85694936719,93705.237502824
2024-09-30,64575.3462215474,38947.63220189972,89479.63469666826
2024-10-01,66264.44099729462,39099.72472918961,92365.18780551864
2024-10-02,65972.57639438871,41786.58408101411,91514.87440057714
2024-10-03,64822.61864343631,41048.520682758426,91152.32762244146
2024-10-04,66797.28591340485,41408.82967834731,92863.57717872181
2024-10-05,64296.4493415327,38864.13888580483,89300.00130955136
2024-10-06,66513.13307360219,41087.274590382825,92221.09652565005
2024-10-07,63901.38266739128,39501.92014452588,88911.79805238507
2024-10-08,65792.25328999263,40606.380774167534,90604.45320141174
2024-10-09,65728.36000044431,40904.11539709425,89232.411566925
2024-10-10,64830.85937832171,39849.44520683731,88216.0782605187
2024-10-11,67080.07899745871,41648.620975676924,91483.61045717027
2024-10-12,64872.81568335054,40019.840590371205,88445.10485534115
2024-10-13,67398.35110782855,43475.23376741076,93261.41345141662
2024-10-14,65106.35478829999,41445.694633953215,90520.71910259462
2024-10-15,67322.9261100367,42564.84063280868,92878.96959976513
2024-10-16,67585.21730059989,43735.47912525415,93403.77480351848
2024-10-17,67008.5056967304,42338.91853072251,91977.97668476526
2024-10-18,69566.93033227831,44684.52066682743,94432.53196497557
2024-10-19,67650.91178933183,42563.16891550017,93482.65022734435
2024-10-20,70443.30138350143,47183.26589006334,94048.7996393931
2024-10-21,68387.42683624348,42727.366399875005,92975.5315089318
2024-10-22,70803.28277480931,47365.98641791211,96353.64850965163
2024-10-23,71222.30442680196,46605.11307636263,97682.46475707182
2024-10-24,70754.58909302912,47002.205963677734,96431.54948478966
2024-10-25,73369.77657288966,48032.421185378065,97562.92885089607
2024-10-26,71454.60363392702,43642.22872730199,94735.64296995447
2024-10-27,74189.17485308868,50338.21080302641,98625.65966422734
2024-10-28,72015.11344968986,46739.670300178565,96794.2469444262
2024-10-29,74251.83722683649,49989.77327960514,96293.55262861421
2024-10-30,74431.39516672393,48852.935069666026,99975.86734769614
2024-10-31,73665.72692782959,48282.64827893203,98095.10512677756
2024-11-01,75927.55464108115,52078.268770317205,102624.49449663094
2024-11-02,73607.92093602635,47680.21547006178,98024.75330707272
2024-11-03,75892.41502574654,50719.60193325478,100428.58702134545
2024-11-04,73229.25065870865,48145.5799453161,97068.9830964395
2024-11-05,74945.44194035238,49944.604007663045,98952.22858172492
2024-11-06,74581.51414442585,50836.40000009466,99034.95264573321
2024-11-07,73258.61399943246,49543.24062140683,97703.23537112001
2024-11-08,74959.23170241482,50973.42202233217,100428.45988643724
2024-11-09,72084.55200520059,48609.05827819978,96931.5072223366
2024-11-10,73830.4800977053,50116.60659562418,98559.77107205409
2024-11-11,70655.51038678027,45876.08824776485,96205.75121007915
2024-11-12,71896.6887575468,47546.10480118126,96016.67294986897
2024-11-13,71104.11020766337,46878.048928959506,95687.62434448751
2024-11-14,69407.82118146987,45886.177417172614,94880.540514148
2024-11-15,70798.3436532516,45082.09928648574,95016.38340439375
2024-11-16,67683.84293924032,40801.28200680778,93032.7637649797
2024-11-17,69265.98932105477,46135.93252909229,93884.0415441564
2024-11-18,66007.68555361907,43216.3797587753,89378.97413721401
2024-11-19,67248.91433532044,41307.44738863874,92410.46564455841
2024-11-20,66541.15055052552,43486.940334683604,91075.58511032177
2024-11-21,65014.209885578886,39260.79486527619,88926.51511197805
2024-11-22,66656.7524369784,42254.15719517023,91779.00417028584
2024-11-23,63873.46411421922,38708.39799287549,87206.77467219108
2024-11-24,65860.96597313916,41976.99615818698,90759.55560714121
2024-11-25,63075.62282940297,36195.679079004076,88649.16804518092
2024-11-26,64849.50374550369,39714.23003363862,89299.75708927664
2024-11-27,64724.93698658758,38640.70413170012,88982.39785273642
2024-11-28,63821.52815162909,40725.9347573037,89345.70321945335
2024-11-29,66116.85658989698,41575.307254227395,92142.1980490777
2024-11-30,64003.868863911695,39114.099007192395,89206.71927250558
2024-12-01,66667.01491311217,39337.41317710895,89501.66273020522
2024-12-02,64550.29345156517,39428.09751063899,90421.62775926525
2024-12-03,66973.4541522122,42088.05411966371,91414.84172777412
2024-12-04,67466.79406503307,42806.78853101792,92293.81178356904
2024-12-05,67138.41183868457,41644.19128521643,93711.47061899214
2024-12-06,69955.12984826587,41804.701951854135,94645.82673166512
2024-12-07,68300.0982250916,44089.510547325444,93633.50529335132
2024-12-08,71349.12202953805,47532.06485786745,97097.63102877121
2024-12-09,69538.87413506147,44325.68807334502,93818.26124330518
2024-12-10,72183.23794777953,49488.44853003118,95964.93111058537
2024-12-11,72808.21459052067,46096.412913114975,96780.30334050779
2024-12-12,72519.25597178322,45757.25656654954,97494.66322237729
2024-12-13,75282.23240371261,50574.33229222076,100575.63699729972
2024-12-14,73481.04806386071,48355.83003792114,95338.53747394899
2024-12-15,76293.94558405859,52781.88256865516,102517.35278941224
2024-12-16,74161.66311232069,47918.7033257929,98897.45458076023
2024-12-17,76403.6894572815,53408.255504199136,102657.33810582609
2024-12-18,76553.05409484173,51653.18121812409,101308.59666221391
2024-12-19,75723.51621534866,51369.46898262243,99787.43695144856
2024-12-20,77890.36477027439,53457.39087445439,103589.36380784145
2024-12-21,75447.84656287664,49617.94103073875,101872.81951832856
2024-12-22,77585.2677788489,52093.335491883496,102601.08876568878
2024-12-23,74754.93668200877,49870.41761511812,99206.73231927963
2024-12-24,76288.19762652119,50971.129848311815,101130.60471962951
2024-12-25,75729.99776757276,51853.948761324886,100114.35832403587
2024-12-26,74205.85520756121,50214.70666583596,100361.23701979847
2024-12-27,75702.44495288737,51877.16696347572,103396.7765824204
2024-12-28,72624.8239042333,48936.08735454817,96560.81583797379
2024-12-29,74172.34413232656,49959.68857053101,98910.81771844659
2024-12-30,70806.42561848537,46806.55375663478,95393.38920379386
2024-12-31,71866.44160093524,47899.432986328095,97762.82340054405
2025-01-01,70904.1603779401,46984.05107222926,96409.40735886723
2025-01-02,69050.61421565313,44200.39308313359,94115.1234540137
2025-01-03,70296.6130605165,44146.3542253155,96285.41550762398
2025-01-04,67049.92500782225,43142.38856037804,93631.46097253823
2025-01-05,68511.17291144528,43268.533123722766,93721.33229011719
2025-01-06,65141.61786876449,40113.71626969217,90093.04963532218
2025-01-07,66279.08172493195,40868.61021399194,90834.02875443277
2025-01-08,65472.45094047006,40894.328943310946,89309.27246313993
2025-01-09,63848.63050138438,38741.34377527849,88832.06284060604
2025-01-10,65393.163202036296,41075.83287488406,90821.12165910643
2025-01-11,62507.53354504583,38783.69323262758,86316.2575724828
2025-01-12,64385.20267120961,40070.01994294577,88266.29430967578
2025-01-13,61479.5418892608,37293.858956108095,86413.46628716374
2025-01-14,63119.913668756824,36649.15153441204,86705.62430161044
2025-01-15,62846.339117367745,37403.06074742064,86568.51572232759
2025-01-16,61776.617329543515,37154.71053823378,86732.33573581946
2025-01-17,63887.10874265309,39637.39201924188,87803.7988886519
2025-01-18,61570.19871298536,35640.9518295347,86414.51870586252
2025-01-19,64010.484910010346,38307.76107879625,88019.05013941263
2025-01-20,61652.853550589076,37444.29422262416,85571.62511897262
2025-01-21,63818.69109507661,40113.49187056529,89299.03664524283
2025-01-22,64040.668522449385,39381.27423644273,88639.8999664309
2025-01-23,63429.96202731982,37063.14032094776,86517.88958603714
2025-01-24,65957.12110239807,40120.220376799836,91621.3404239721
2025-01-25,64009.59942312513,40160.49449743143,88776.10593776632
2025-01-26,66767.99170726021,41076.31111740066,90587.59343801485
2025-01-27,64674.14150457205,39046.92154356266,90724.54414027887
2025-01-28,67047.36680997563,43840.13553263082,90825.60011523485
2025-01-29,67419.24120148757,43120.04187678371,92801.9680507874
2025-01-30,66900.79521116272,40855.04285942288,90576.80941043446
2025-01-31,69463.35000513478,45518.76038946651,92805.2565603686
2025-02-01,67496.00010944731,43000.8957487996,92072.19785848293
2025-02-02,70181.78984519128,45348.99683341723,95157.20852298313
2025-02-03,67965.75004693506,43450.05300130984,94306.88743531755
2025-02-04,70171.04366703442,46874.76044684105,94236.8615633979
2025-02-05,70333.65972763907,45730.32720955114,94530.01368209413
2025-02-06,69569.52210511727,43954.30636546149,94267.22704130886
2025-02-07,71855.22698160715,47602.78815442624,95261.04434965225
2025-02-08,69585.42741282152,42929.46816860002,93826.87041759327
2025-02-09,71948.9113144217,47846.45356817205,97294.40016647786
2025-02-10,69396.54098593615,44743.23985903958,95056.0187770413
2025-02-11,71257.30420685715,44221.574879920074,94355.40627926914
2025-02-12,71072.9176736626,45563.22194838294,95676.69026479324
2025-02-13,69964.85043273948,45413.540780990515,93382.61178483126
2025-02-14,71914.98217347097,45926.03557186059,95984.73666667484
2025-02-15,69322.91571422975,46116.094180580236,94712.48844174201
2025-02-16,71381.99072265284,47748.83209380772,93857.99385542066
2025-02-17,68547.16738507104,44236.850945075676,95204.4744331136
2025-02-18,70151.03051632312,44460.43732357559,94019.74527381794
2025-02-19,69738.35520103024,45048.151456484884,94340.96948594347
2025-02-20,68433.10181604889,43447.2544111988,93124.83588810716
2025-02-21,70219.05537063729,44781.382409865764,96191.7140392871
2025-02-22,67497.12845495246,42152.303161740165,92463.38974647585
2025-02-23,69461.37468713909,43276.184572586695,95606.31846438847
2025-02-24,66566.88111938104,40366.791854576,90792.87618211721
2025-02-25,68145.78974328047,41641.19943699064,93550.23122892983
2025-02-26,67741.88874161331,42706.48041448961,91948.84399472886
2025-02-27,66477.64080510168,40334.774781288506,90116.0940930642
2025-02-28,68334.86283560332,41907.81698572779,93481.11640636924
2025-03-01,65712.07563298293,41978.2339952998,92439.25223084884
2025-03-02,67800.56968681273,43069.98089968549,91554.25153993184
2025-03-03,65052.3546953954,40405.372042401345,88874.26429063868
2025-03-04,66796.24204988225,42606.73915198701,91698.75107227537
2025-03-05,66572.4999711407,41247.21123138614,92880.05649816983
2025-03-06,65499.94760876863,42898.52524226742,89970.43195952439
2025-03-07,67556.7013761268,42490.37492418737,92274.16531898659
2025-03-08,65137.591041449785,41914.08800917288,89196.30670815281
2025-03-09,67430.29060564647,41126.242333052876,92108.06402184848
2025-03-10,64883.33049789039,39507.815189310684,90379.37488864418
2025-03-11,66822.23925278644,41399.73582979744,90121.61647054719
2025-03-12,66784.25331760489,40616.14495278591,90885.24442668942
2025-03-13,65885.46031490286,40305.35520297539,91296.80277421058
2025-03-14,68101.58812454251,42784.62982962627,89936.6873007105
2025-03-15,65825.45649171928,42178.961592763655,91275.0170838256
2025-03-16,68243.1354930244,42639.272311300214,94946.75641328782
2025-03-17,65801.97682950518,40270.088568685445,92283.92050184213
2025-03-18,67826.76570109521,44428.78756323938,91714.80573220173
2025-03-19,67854.4316716034,41893.43432352869,92743.7796142046
2025-03-20,67001.18379211948,42409.18319531234,91862.73140000521
2025-03-21,69243.28248202996,44715.10681972948,93030.02869633253
2025-03-22,66974.46520680297,42505.02059503562,93871.87056247855
2025-03-23,69382.07081638528,44182.383759805554,95182.89364638668
2025-03-24,66915.02923958494,42324.035224436724,92409.16666619695
2025-03-25,68899.96520184443,44290.52333821932,95045.28006424043
2025-03-26,68875.85546039214,45462.84901708252,93881.8363521452
2025-03-27,67961.10606247999,43859.573437747684,93124.71376536842
2025-03-28,70134.26349207468,44538.733530837926,94671.08593764575
2025-03-29,67791.37820987182,41778.66001888856,92400.38788152776
2025-03-30,70122.06698333588,43698.82818799335,95691.12076571966
2025-03-31,67577.44226488908,41567.87272638693,92606.9469024352
